external_user_id,q1_approval_trump,q3_congress,q4_state_gov,q5_local_gov,q6_repub_congress,q7_dems_congress,q8_follow_news,q34_political_views,q9_change_political_view,q25_time_spent_news,q27_news_trust_exist,q15_description_before_sophistic,q16_next_inline_potus,q17_branches_us_gov,q19_num_senators_state,q21_johnroberts_position,q22_num_seats_by_party,q23_num_women_justices,q24_sanctuary_cities,q30_education_enrolled,q31_emp_status,q32_self_emp_both,q33_marital_status,q35_religion,q36_today_politcal_aff,q26_trust_media,demo_ethnicity,demo_marital_status,demo_age,demo_income,demo_employment_status,demo_government_job,demo_teacher,demo_religious_preference,demo_residence_own_rent,demo_registered_voter,demo_political_affiliation,demo_race_2015_new,demo_education_new,demo_gender,demo_division,q28_trusted_source,demo_age_group,demo_job_position,demo_job_area,demo_state_color
143727_3992_02,2.0,4.0,3.0,2.0,4.0,4.0,1.0,Conservative,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Other Religion,Independent,A fair amount,No,Married,76.0,"$200,000 or more",Retired,No,,Judaism,,Yes,Lean Republican,Black,Some postgraduate or professional school or degree,Female,West South Division,usa_today,above_65,Managerial,na,Red
4183009922_78419_01,1.0,5.0,2.0,5.0,5.0,5.0,1.0,Moderate,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Republican,None at all,No,Married,67.0,"$100,000 to $149,999",Retired,,,Christianity,Own,Yes,Lean Republican,White,High school grad,Male,West South Division,fox,above_65,na,na,Red
072755_S02_01,1.0,5.0,2.0,3.0,3.0,5.0,1.0,Conservative,1.0,4.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Republican,None at all,No,Married,74.0,,Retired,,,Christianity,Own,Yes,Lean Republican,White,Some postgraduate or professional school or degree,Male,East North Division,na,above_65,na,na,Red
4206011314_78419_01,2.0,4.0,4.0,3.0,5.0,3.0,1.0,Moderate,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Independent,A fair amount,Yes,Married,35.0,"$200,000 or more",Homemaker,,,Christianity,Own,Yes,Democrat,Hispanic,High school grad,Female,Mountain Division,rachel_maddow,35_to_44,na,na,Red
4224784805_78419_01,2.0,5.0,4.0,4.0,5.0,5.0,2.0,Moderate,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Independent,A fair amount,No,Married,74.0,"$35,000 to $49,999",Retired,,,Christianity,Own,Yes,Lean Republican,White,Some college,Male,South Atlantic Division,na,above_65,na,na,Red
1104972898_23694_01,1.0,3.0,2.0,2.0,2.0,4.0,2.0,Conservative,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,Christian,Republican,None at all,No,Married,47.0,"$50,000 to $74,999",Employed Full Time,Yes,No,Christianity,Own,Yes,Republican,White,Four year bachelor’s degree,Male,West South Division,salem_radio_network,45_to_54,Professional,na,Red
4175654570_92326_01,2.0,4.0,4.0,2.0,5.0,2.0,1.0,Very liberal,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,,No Religion/Atheist/Agnostic,Democrat,A fair amount,Yes,Living with a Partner,28.0,"$50,000 to $74,999",Employed Full Time,Refused,No,Atheist,Rent,Yes,Independent,Hispanic,Some postgraduate or professional school or degree,Male,Middle Atlantic Division,bbc,25_to_34,Professional,Science/Engineering/Architecture,Red
4210175412_78419_01,2.0,4.0,2.0,1.0,5.0,2.0,1.0,Liberal,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,Other Religion,Democrat,A fair amount,No,Married,62.0,"$200,000 or more",Employed Full Time,Refused,,Other,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Male,Pacific Division,new_york_times,55_to_64,Professional,Science/Engineering/Architecture,Blue
1711294394_78419_01,1.0,5.0,2.0,2.0,3.0,5.0,1.0,Moderate,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Christian,Lean Republican,Not very much,No,Married,33.0,"$35,000 to $49,999",Employed Full Time,Don't Know,No,Christianity,Rent,Yes,Independent,,Four year bachelor’s degree,Male,South Atlantic Division,newsbusters,25_to_34,Military,Law or Public Policy,Red
4142220931_78419_01,1.0,5.0,4.0,3.0,4.0,5.0,1.0,Moderate,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Independent,Not very much,No,Married,58.0,"Under $15,000",Homemaker,,,Christianity,Own,Yes,Independent,White,Some college,Male,West North Division,oan,55_to_64,na,na,Red
753337_S02_01,2.0,4.0,4.0,2.0,4.0,3.0,2.0,Liberal,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,Christian,Democrat,A great deal,No,Single,61.0,"$100,000 to $149,999",Employed Full Time,No,No,Christianity,Own,Yes,Independent,White,Four year bachelor’s degree,Female,East North Division,msnbc,55_to_64,Professional,Science/Engineering/Architecture,Blue
4222267288_78419_01,1.0,5.0,2.0,2.0,5.0,5.0,1.0,Conservative,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,1.0,2.0,2.0,Other Religion,Republican,Not very much,No,Married,70.0,"$35,000 to $49,999",Employed Full Time,Refused,,Christianity,,Yes,Republican,White,High school grad,Male,Mountain Division,fox,above_65,Service/Labor,Manufacturing or Construction,Red
4011021306_78914_01,2.0,4.0,4.0,2.0,4.0,4.0,2.0,Moderate,2.0,6.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,3.0,,5.0,Christian,Lean Democrat,Not very much,No,Widowed,83.0,"$15,000 to $24,999",Retired,,,Christianity,Own,Yes,Lean Democrat,White,High school grad,Female,East North Division,na,above_65,na,na,Blue
4033382475_78914_01,2.0,3.0,2.0,2.0,4.0,4.0,2.0,Moderate,3.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,Christian,Lean Republican,Not very much,No,Never Married,50.0,"$50,000 to $74,999",Employed Full Time,No,No,Christianity,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Female,West South Division,na,45_to_54,Professional,Other,Red
4098547142_78419_01,1.0,4.0,5.0,5.0,4.0,5.0,2.0,Conservative,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,,2.0,Christian,Republican,None at all,Yes,Married,69.0,"$75,000 to $99,999",Retired,,,Christianity,Own,Yes,Republican,Hispanic,Some college,Female,Mountain Division,fox,above_65,na,na,Red
4030441969_78914_01,2.0,5.0,4.0,2.0,5.0,4.0,1.0,Moderate,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,,1.0,Christian,Lean Democrat,A great deal,No,Single,45.0,"$35,000 to $49,999","Employed part-time, but not a full-time student",Yes,No,Christianity,Rent,Yes,Republican,White,Four year bachelor’s degree,Male,East North Division,msnbc,45_to_54,Professional,Retail,Red
4222263497_78419_01,2.0,4.0,2.0,2.0,5.0,3.0,2.0,Liberal,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,No Religion/Atheist/Agnostic,Lean Democrat,Not very much,No,Never Married,28.0,"$50,000 to $74,999",Employed Full Time,No,,Agnostic,Rent,Yes,Democrat,White,Four year bachelor’s degree,Male,East North Division,na,25_to_34,Professional,Computer/Information Systems/Mathematical,Red
4012085127_78914_01,2.0,5.0,4.0,4.0,5.0,3.0,2.0,Liberal,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,Christian,Lean Democrat,A fair amount,Yes,Widowed,74.0,"$75,000 to $99,999",Employed Full Time,No,No,Agnostic,Own,Yes,Independent,Hispanic,High school grad,Female,Middle Atlantic Division,new_york_times,above_65,Managerial,Finance/Insurance/Real Estate,Blue
4224811860_78419_01,2.0,5.0,5.0,5.0,5.0,5.0,1.0,Very liberal,2.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,Christian,Democrat,Not very much,No,,59.0,,,,,,,,,White,High school grad,Female,West South Division,na,55_to_64,na,na,Red
4198695798_78419_01,2.0,3.0,3.0,2.0,4.0,2.0,2.0,Moderate,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,,2.0,Christian,Lean Democrat,A fair amount,No,Married,52.0,,Employed Full Time,Refused,Yes,Christianity,Own,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Male,Middle Atlantic Division,wamc,45_to_54,Professional,Education/Training/Library,Blue
4224776046_78419_01,2.0,4.0,3.0,2.0,4.0,3.0,2.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,Christian,Democrat,A fair amount,No,Married,76.0,"$50,000 to $74,999","Employed part-time, but not a full-time student",,,Nonreligious/Secular,Own,Yes,Democrat,White,Some college,Female,South Atlantic Division,new_york_times,above_65,na,na,Red
4198727996_78419_01,2.0,4.0,4.0,3.0,5.0,4.0,1.0,Moderate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,3.0,2.0,Christian,Independent,A fair amount,No,Married,57.0,"$75,000 to $99,999",Employed Full Time,No,Yes,Christianity,Own,Yes,Independent,Black,Some postgraduate or professional school or degree,Female,East South Division,lester_holt,55_to_64,Other,Education/Training/Library,Red
4176626191_78419_01,2.0,5.0,1.0,2.0,5.0,2.0,1.0,Very liberal,2.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,,Christian,Democrat,A fair amount,Yes,Living with a Partner,39.0,"$200,000 or more",Employed Full Time,Refused,,Christianity,Own,Yes,Democrat,Hispanic,Some postgraduate or professional school or degree,Male,Pacific Division,na,35_to_44,Professional,Education/Training/Library,Blue
1609979322_78419_01,2.0,4.0,5.0,4.0,5.0,3.0,1.0,Liberal,3.0,5.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,3.0,,2.0,Christian,Democrat,A fair amount,No,Married,65.0,"$75,000 to $99,999",Retired,Refused,,Native American Religion,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,cnn,above_65,Professional,Science/Engineering/Architecture,Red
4210173156_78419_01,2.0,4.0,2.0,1.0,4.0,4.0,2.0,Moderate,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,Christian,Independent,Not very much,No,Divorced,79.0,"Under $15,000",Retired,,,Christianity,Rent,Yes,Lean Democrat,White,Some college,Male,Mountain Division,npr,above_65,na,na,Purple
1669823560_78419_01,1.0,3.0,5.0,4.0,3.0,5.0,1.0,Conservative,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,Christian,Republican,Not very much,No,Married,42.0,"$100,000 to $149,999",Employed Full Time,,No,Christianity,Rent,Yes,Republican,White,Some postgraduate or professional school or degree,Female,Middle Atlantic Division,fox,35_to_44,na,na,Blue
4224765635_78419_01,2.0,4.0,3.0,3.0,5.0,3.0,1.0,Moderate,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Married,57.0,"$150,000 to $199,999","Employed part-time, but not a full-time student",Refused,No,Nonreligious/Secular,Own,Yes,Democrat,White,Four year bachelor’s degree,Female,New England Division,npr,55_to_64,Professional,Education/Training/Library,Blue
4193024825_78419_01,2.0,5.0,3.0,3.0,5.0,2.0,1.0,Moderate,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,,2.0,Christian,Democrat,A great deal,No,Married,72.0,"$100,000 to $149,999",Retired,,,Christianity,,Yes,Democrat,White,High school grad,Male,South Atlantic Division,cnn,above_65,na,na,Red
4198695744_78419_01,2.0,4.0,2.0,3.0,4.0,4.0,1.0,Liberal,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Independent,A great deal,No,Married,44.0,"$150,000 to $199,999",Employed Full Time,No,No,Atheist,Own,Yes,Independent,White,Some postgraduate or professional school or degree,Female,New England Division,economist,35_to_44,Professional,Education/Training/Library,Blue
81603504_95_01,2.0,4.0,4.0,3.0,5.0,3.0,2.0,Moderate,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,,2.0,Christian,Lean Democrat,A fair amount,No,Married,73.0,"$75,000 to $99,999",Retired,,,Christianity,Own,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Male,Pacific Division,washington_post,above_65,na,na,Red
4222265146_78419_01,2.0,4.0,2.0,3.0,4.0,3.0,1.0,Moderate,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Democrat,A great deal,No,Married,75.0,"$35,000 to $49,999",Retired,,,Christianity,Own,Yes,Lean Democrat,White,High school grad,Female,South Atlantic Division,cnn,above_65,na,na,Purple
4182980243_78419_01,1.0,4.0,3.0,2.0,5.0,5.0,1.0,Conservative,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,Christian,Independent,Not very much,No,Married,65.0,"$50,000 to $74,999",Employed Full Time,,,Christianity,Own,No,Lean Republican,White,Some college,Male,East North Division,na,above_65,na,na,Red
037430_S01_HH,1.0,2.0,1.0,1.0,2.0,5.0,1.0,Very conservative,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Republican,Not very much,No,Married,71.0,,Retired,No,,Christianity,Own,Yes,Republican,White,Some college,Male,South Atlantic Division,fox,above_65,Professional,Manufacturing or Construction,Red
028939_S01_HH,2.0,3.0,3.0,2.0,3.0,2.0,2.0,Liberal,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,5.0,Christian,Democrat,A great deal,No,Widowed,92.0,"$50,000 to $74,999",Retired,,,Christianity,Rent,Yes,Democrat,Black,Four year bachelor’s degree,Male,Middle Atlantic Division,cnn,above_65,na,na,Red
1950344390_78419_01,2.0,5.0,5.0,5.0,5.0,3.0,2.0,Moderate,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,Other Religion,Lean Democrat,A great deal,No,Married,63.0,"$35,000 to $49,999",Employed Full Time,,,Judaism,Own,Yes,Democrat,White,Four year bachelor’s degree,Female,South Atlantic Division,cbs,55_to_64,na,na,Red
4209519527_78419_01,1.0,3.0,3.0,3.0,3.0,3.0,2.0,Moderate,2.0,2.0,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,2.0,1.0,4.0,No Religion/Atheist/Agnostic,Lean Democrat,A fair amount,No,Divorced,65.0,"$35,000 to $49,999",Retired,,,Other,Rent,Yes,Democrat,White,High school grad,Male,Pacific Division,na,above_65,na,na,Blue
79146378_EXP_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4182995751_78419_01,1.0,4.0,2.0,1.0,4.0,4.0,2.0,Conservative,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,,Christian,Republican,None at all,No,Living with a Partner,63.0,"$100,000 to $149,999",Employed Full Time,Refused,,Christianity,Own,Yes,Lean Republican,White,Some college,Female,West South Division,na,55_to_64,Secretarial/Clerical,Manufacturing or Construction,Red
4176620226_78419_01,1.0,5.0,2.0,1.0,4.0,5.0,2.0,Conservative,1.0,2.0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,1.0,0.0,3.0,,4.0,Christian,Republican,None at all,Yes,Divorced,61.0,"Under $15,000",Employed Full Time,Refused,,Christianity,Own,Yes,Republican,Hispanic,High school grad,Male,West South Division,fox,55_to_64,Professional,Science/Engineering/Architecture,Red
4142236958_78419_01,1.0,4.0,1.0,3.0,5.0,3.0,2.0,Conservative,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Republican,None at all,No,Married,50.0,"$100,000 to $149,999",Employed Full Time,Refused,,Christianity,Own,Yes,Lean Republican,White,Some college,Male,South Atlantic Division,na,45_to_54,Sales/Retail,Other,Red
4182956285_78419_01,1.0,4.0,4.0,4.0,4.0,5.0,3.0,Conservative,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,,2.0,Christian,Independent,None at all,No,,61.0,,,,,,,,,White,High school grad,Female,West South Division,fox,55_to_64,na,na,Red
4148882033_78419_01,,4.0,4.0,4.0,4.0,4.0,1.0,Liberal,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,Other Religion,Independent,None at all,No,Single,33.0,"$15,000 to $24,999",,,,,,Yes,Lean Democrat,White,Some college,Male,West South Division,drudge_report,25_to_34,na,na,Red
4182978444_78419_01,1.0,4.0,5.0,3.0,4.0,5.0,1.0,Moderate,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Independent,None at all,No,Married,58.0,"$100,000 to $149,999",Retired,,,Nonreligious/Secular,Own,Yes,Republican,White,Some college,Female,Pacific Division,oan,55_to_64,na,na,Blue
4142200050_78419_01,1.0,5.0,5.0,4.0,5.0,5.0,2.0,Conservative,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Independent,Not very much,No,Married,57.0,"$75,000 to $99,999",Employed Full Time,Don't Know,No,Christianity,Own,Yes,Democrat,White,Some college,Male,East North Division,na,55_to_64,Service/Labor,Other,Blue
4182914362_78419_01,1.0,5.0,5.0,4.0,5.0,5.0,1.0,Conservative,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,Christian,Republican,None at all,No,Divorced,62.0,"$25,000 to $34,999",Employed Full Time,Refused,,Other,Own,Yes,Lean Republican,White,High school grad,Female,New England Division,na,55_to_64,Managerial,Retail,Blue
025231_S01_HH,1.0,4.0,1.0,1.0,3.0,4.0,2.0,Very conservative,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,,4.0,Christian,Republican,Not very much,No,Divorced,81.0,"$15,000 to $24,999",Retired,,,Other,Rent,Yes,Republican,White,Some college,Female,Mountain Division,fox,above_65,na,na,Purple
4224807806_78419_01,2.0,4.0,2.0,2.0,4.0,4.0,1.0,Moderate,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,Other Religion,Independent,A fair amount,No,,62.0,,,,,,,,,White,Some college,Female,Pacific Division,jon_stewart,55_to_64,na,na,Blue
4033576096_78914_01,2.0,5.0,3.0,2.0,5.0,3.0,1.0,Liberal,3.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Democrat,A fair amount,No,Married,70.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Democrat,Black,Some postgraduate or professional school or degree,Female,South Atlantic Division,msnbc,above_65,na,na,Purple
099043_3992_02,1.0,5.0,2.0,4.0,5.0,5.0,1.0,Conservative,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Republican,None at all,No,Married,79.0,"$100,000 to $149,999",Retired,,,Agnostic,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,oan,above_65,na,na,Red
4224782395_78419_01,2.0,5.0,3.0,2.0,5.0,3.0,3.0,Very liberal,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,No Religion/Atheist/Agnostic,Independent,A fair amount,No,Married,48.0,"$75,000 to $99,999",Employed Full Time,No,No,Nonreligious/Secular,Own,Yes,Don't Know,White,Some postgraduate or professional school or degree,Male,Pacific Division,economist,45_to_54,Professional,Education/Training/Library,Blue
167142_3992_01,1.0,4.0,4.0,3.0,4.0,4.0,3.0,Conservative,3.0,2.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,3.0,,1.0,Christian,Republican,None at all,No,Single,66.0,"$15,000 to $24,999",Retired,,,Christianity,Own,Yes,Lean Republican,White,Some postgraduate or professional school or degree,Male,West South Division,na,above_65,na,na,Red
4209520537_78419_01,2.0,4.0,2.0,2.0,5.0,2.0,2.0,Moderate,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,No Religion/Atheist/Agnostic,Lean Democrat,A fair amount,No,Never Married,51.0,"$50,000 to $74,999",Employed Full Time,Refused,,Atheist,Own,Yes,Lean Democrat,White,Four year bachelor’s degree,Female,Pacific Division,npr,45_to_54,Professional,Finance/Insurance/Real Estate,Blue
4141912199_78419_01,2.0,4.0,4.0,2.0,4.0,3.0,2.0,Moderate,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Independent,A fair amount,No,Married,56.0,"$150,000 to $199,999",Employed Full Time,No,No,Christianity,Own,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Female,South Atlantic Division,npr,55_to_64,Professional,Science/Engineering/Architecture,Red
4148896247_78419_01,2.0,4.0,3.0,2.0,5.0,3.0,1.0,Very liberal,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Other Religion,Lean Democrat,Not very much,No,Married,47.0,"$100,000 to $149,999",Employed Full Time,Refused,No,Buddhism,Own,Yes,Lean Democrat,White,Four year bachelor’s degree,Male,East North Division,guardian,45_to_54,Professional,Computer/Information Systems/Mathematical,Red
4098577730_78419_01,1.0,4.0,1.0,3.0,3.0,4.0,1.0,Moderate,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,Christian,Independent,Not very much,Yes,Married,76.0,"$50,000 to $74,999",Employed Full Time,,No,Christianity,Own,Yes,Lean Republican,Hispanic,Some college,Male,West South Division,fox,above_65,na,Retail,Red
4191201154_5107_01,2.0,3.0,2.0,2.0,4.0,3.0,1.0,Liberal,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Lean Democrat,A great deal,No,Married,61.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Lean Democrat,White,Four year bachelor’s degree,Male,South Atlantic Division,washington_post,55_to_64,na,na,Purple
4182962901_78419_01,1.0,3.0,3.0,3.0,3.0,3.0,3.0,Moderate,2.0,5.0,0.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,3.0,,2.0,Christian,Republican,Not very much,No,Married,59.0,"$150,000 to $199,999",Homemaker,,,Christianity,Own,Yes,Republican,White,High school grad,Female,East North Division,na,55_to_64,na,na,Red
4182964077_78419_01,2.0,4.0,3.0,3.0,5.0,3.0,2.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Lean Democrat,A fair amount,No,Married,32.0,"$25,000 to $34,999",Retired,,,Christianity,Own,Yes,Democrat,White,High school grad,Male,South Atlantic Division,washington_post,25_to_34,na,na,Red
4193051649_78419_01,1.0,5.0,2.0,2.0,3.0,5.0,1.0,Conservative,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,,2.0,Christian,Republican,None at all,No,Married,73.0,"$75,000 to $99,999",Retired,,,Christianity,Own,Yes,Republican,White,High school grad,Male,South Atlantic Division,fox,above_65,na,na,Red
4224830154_78419_01,1.0,3.0,2.0,1.0,3.0,3.0,3.0,Moderate,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,Christian,Lean Republican,Not very much,No,,50.0,,,,,,,,,White,Some postgraduate or professional school or degree,Male,Mountain Division,na,45_to_54,na,na,Purple
4209509494_78419_01,1.0,4.0,2.0,2.0,4.0,5.0,3.0,Very conservative,2.0,3.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,2.0,2.0,2.0,Christian,Lean Republican,None at all,No,Married,39.0,"$50,000 to $74,999","Employed part-time, but not a full-time student",Refused,,Christianity,Own,Yes,Lean Republican,White,Some college,Female,East North Division,na,35_to_44,Secretarial/Clerical,Other,Red
1637165622_78419_01,1.0,4.0,3.0,2.0,3.0,5.0,1.0,Conservative,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Republican,Not very much,No,Married,80.0,"$75,000 to $99,999",Retired,,,Christianity,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Male,East North Division,fox,above_65,na,na,Red
4000030630_78914_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4142200785_78419_01,1.0,4.0,4.0,2.0,3.0,4.0,2.0,Conservative,2.0,3.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Republican,Not very much,No,Married,60.0,"$50,000 to $74,999",Employed Full Time,Refused,No,Christianity,Own,Yes,Republican,White,High school grad,Male,Middle Atlantic Division,na,55_to_64,Service/Labor,Other,Red
015739_S01_HH,2.0,5.0,4.0,2.0,5.0,3.0,1.0,Very liberal,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Married,47.0,"$200,000 or more",Employed Full Time,Yes,No,Nonreligious/Secular,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Male,East North Division,new_york_times,45_to_54,Professional,Law or Public Policy,Blue
4198697184_78419_01,1.0,5.0,1.0,4.0,4.0,5.0,1.0,Very conservative,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,Christian,Republican,None at all,No,Divorced,46.0,"$50,000 to $74,999",Employed Full Time,Refused,,Christianity,Rent,Yes,Republican,White,Four year bachelor’s degree,Male,East North Division,drudge_report,45_to_54,Professional,Computer/Information Systems/Mathematical,Red
4224797117_78419_01,2.0,4.0,5.0,2.0,4.0,5.0,2.0,Conservative,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,Other Religion,Lean Republican,A fair amount,No,Married,54.0,"$200,000 or more",Employed Full Time,,,Other,Own,Yes,Lean Republican,Asian,Some postgraduate or professional school or degree,Male,New England Division,intercept,45_to_54,na,na,Blue
